entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,browser,operating_system,login_result,risk_score,attack_type,label,hour,day,weekday,is_weekend_flag,month,is_office_hours,is_weekend,is_sensitive_resource,long_session,failed_login,new_device,resource_frequency,hour_sin,hour_cos,session_duration_normalized,prediction,risk_level,explanation
user_0032,2,2026-05-30 16:56:44.000000,10.25.244.85,5,3,0,427,3,3e4da5e7-f91f-470a-8a69-4be6ed39df33,0,4,1,30,Normal,0,16,30,5,1,5,1,1,1,0,0,0,0.41333333333333333,-0.8660254037844385,-0.5000000000000004,0.07533206831119545,0,Medium,"Weekend login, Sensitive resource"
user_0037,2,2026-05-31 14:38:54.000000,10.125.189.18,3,7,1,453,6,35398fc2-c65e-4cb6-8fa3-1f63cf498aa2,3,0,1,30,Normal,0,14,31,6,1,5,1,1,1,0,0,0,0.34285714285714286,-0.4999999999999997,-0.8660254037844388,0.08026565464895635,0,Medium,"Weekend login, Sensitive resource"
user_0023,2,2026-06-23 11:26:51.000000,10.36.30.223,2,1,0,496,12,6e5b34bb-8170-4f57-8e20-74651e0c2403,1,0,1,20,Normal,0,11,23,1,0,6,1,0,1,0,0,0,0.33136094674556216,0.258819045102521,-0.9659258262890682,0.08842504743833017,0,Low,Sensitive resource
user_0029,2,2026-07-20 16:08:31.000000,10.85.208.2,0,0,4,731,0,00c6c120-68a9-4c9a-b771-62d6e1c2a691,1,2,1,0,Normal,0,16,20,0,0,7,1,0,0,0,0,0,0.324468085106383,-0.8660254037844385,-0.5000000000000004,0.1330170777988615,0,Low,No risk indicators
user_0032,2,2026-07-16 14:59:03.000000,10.25.244.252,5,10,0,522,11,3e4da5e7-f91f-470a-8a69-4be6ed39df33,0,4,1,0,Normal,0,14,16,3,0,7,1,0,0,0,0,0,0.28,-0.4999999999999997,-0.8660254037844388,0.09335863377609108,0,Low,No risk indicators
user_0035,2,2026-06-25 18:10:23.000000,10.160.122.252,7,7,3,710,6,f07218bf-f0f3-4a94-867d-66f667504c9e,4,5,1,20,Normal,0,18,25,3,0,6,1,0,1,0,0,0,0.36470588235294116,-1.0,-1.8369701987210297e-16,0.12903225806451613,0,Low,Sensitive resource
user_0007,2,2026-07-07 17:08:55.000000,10.35.23.23,9,1,4,680,12,fe4f4d53-3b9a-4386-b718-578b0d1a02cb,2,4,0,40,Normal,0,17,7,1,0,7,1,0,1,0,1,0,0.3719512195121951,-0.9659258262890683,-0.25881904510252063,0.12333965844402277,0,Medium,"Sensitive resource, Failed login"
user_0004,2,2026-05-30 15:44:41.000000,172.16.81.131,7,1,2,421,10,c1084433-e9e2-46ea-8099-cfac42dfb133,2,2,1,30,Normal,0,15,30,5,1,5,1,1,1,0,0,0,0.32941176470588235,-0.7071067811865471,-0.7071067811865479,0.07419354838709677,0,Medium,"Weekend login, Sensitive resource"
user_0028,2,2026-07-23 18:46:17.000000,172.23.38.250,5,3,3,702,3,46efdefd-93ab-45ce-af8a-f7ed84cf14a1,0,4,1,20,Normal,0,18,23,3,0,7,1,0,1,0,0,0,0.3248407643312102,-1.0,-1.8369701987210297e-16,0.12751423149905122,0,Low,Sensitive resource
dev_0001,0,2026-05-25 17:35:57.000000,192.168.209.176,3,6,4,641,7,8d2265ae-0867-47b8-acc9-0fe02613db70,2,2,1,20,Normal,0,17,25,0,0,5,1,0,1,0,0,0,0.27167630057803466,-0.9659258262890683,-0.25881904510252063,0.1159392789373814,0,Low,Sensitive resource
user_0025,2,2026-07-06 08:20:46.000000,172.22.48.146,2,1,4,428,12,e7ed4954-eb4d-4d0f-944d-6bf6600bc757,4,3,1,20,Normal,0,8,6,0,0,7,1,0,1,0,0,0,0.3764705882352941,0.8660254037844387,-0.4999999999999998,0.07552182163187855,0,Low,Sensitive resource
dev_0009,0,2026-06-01 05:21:27.000000,172.24.126.41,6,8,3,331,9,7e258f18-160b-4a2c-bf80-a9e1e2d5eac2,3,3,1,35,Normal,0,5,1,0,0,6,0,0,1,0,0,0,0.2988505747126437,0.9659258262890683,0.25881904510252074,0.057115749525616696,0,Medium,"Off-hour login, Sensitive resource"
svc_0002,1,2026-05-31 19:33:56.000000,192.168.75.203,7,10,2,438,11,6dc430cf-d03e-4a9a-8eef-11613a2611d2,3,4,1,25,Normal,0,19,31,6,1,5,0,1,0,0,0,0,0.4,-0.9659258262890684,0.2588190451025203,0.07741935483870968,0,Medium,"Off-hour login, Weekend login"
dev_0003,0,2026-05-17 14:45:07.000000,172.22.220.22,1,5,4,904,1,c5e3a45d-0416-4be1-a9de-a7b4d9e5d73c,2,0,1,10,Normal,0,14,17,6,1,5,1,1,0,0,0,0,0.33540372670807456,-0.4999999999999997,-0.8660254037844388,0.16584440227703984,0,Low,Weekend login
svc_0009,1,2026-06-27 05:29:29.000000,172.22.130.65,5,0,0,705,0,24c6dd4c-bba2-49cd-a3c0-89940f328f7f,0,0,1,25,Normal,0,5,27,5,1,6,0,1,0,0,0,0,0.36419753086419754,0.9659258262890683,0.25881904510252074,0.12808349146110057,0,Medium,"Off-hour login, Weekend login"
user_0023,2,2026-05-09 16:42:06.000000,10.36.30.241,2,1,0,743,12,6e5b34bb-8170-4f57-8e20-74651e0c2403,1,0,1,30,Normal,0,16,9,5,1,5,1,1,1,0,0,0,0.33136094674556216,-0.8660254037844385,-0.5000000000000004,0.13529411764705881,0,Medium,"Weekend login, Sensitive resource"
user_0030,2,2026-05-03 16:02:46.000000,10.199.135.202,0,0,4,579,0,dab42e8b-d88d-4639-ab93-84affb134023,0,1,1,10,Normal,0,16,3,6,1,5,1,1,0,0,0,0,0.2958579881656805,-0.8660254037844385,-0.5000000000000004,0.10417457305502846,0,Low,Weekend login
dev_0010,0,2026-06-04 05:52:15.000000,192.168.146.216,2,6,0,475,7,a8e21831-21fe-49b6-a148-5fca88e12937,0,4,1,35,Normal,0,5,4,3,0,6,0,0,1,0,0,0,0.32642487046632124,0.9659258262890683,0.25881904510252074,0.08444022770398482,0,Medium,"Off-hour login, Sensitive resource"
svc_0004,1,2026-07-24 15:51:59.000000,10.211.12.22,0,0,0,780,0,e9992184-531c-431b-adac-b062b0f934bc,2,5,1,0,Normal,0,15,24,4,0,7,1,0,0,0,0,0,0.3375796178343949,-0.7071067811865471,-0.7071067811865479,0.14231499051233396,0,Low,No risk indicators
dev_0010,0,2026-07-01 18:30:19.000000,192.168.146.250,2,6,0,561,7,a8e21831-21fe-49b6-a148-5fca88e12937,0,4,1,20,Normal,0,18,1,2,0,7,1,0,1,0,0,0,0.32642487046632124,-1.0,-1.8369701987210297e-16,0.10075901328273244,0,Low,Sensitive resource
user_0030,2,2026-07-03 12:40:04.000000,10.199.135.71,0,4,4,542,4,dab42e8b-d88d-4639-ab93-84affb134023,0,1,1,0,Normal,0,12,3,4,0,7,1,0,0,0,0,0,0.3431952662721893,1.2246467991473532e-16,-1.0,0.09715370018975332,0,Low,No risk indicators
user_0035,2,2026-05-31 12:22:33.000000,10.160.122.27,7,7,3,857,6,f07218bf-f0f3-4a94-867d-66f667504c9e,4,5,1,30,Normal,0,12,31,6,1,5,1,1,1,0,0,0,0.36470588235294116,1.2246467991473532e-16,-1.0,0.15692599620493358,0,Medium,"Weekend login, Sensitive resource"
user_0006,2,2026-07-13 18:06:27.000000,192.168.63.137,7,3,1,637,3,f4aef081-9e0e-4fd1-9d63-3196c819d12e,0,5,1,20,Normal,0,18,13,0,0,7,1,0,1,0,0,0,0.37640449438202245,-1.0,-1.8369701987210297e-16,0.11518026565464895,0,Low,Sensitive resource
user_0031,2,2026-05-21 01:58:52.000000,10.97.151.187,3,4,2,71,4,d16a797d-7435-459b-b43f-826b202d1d8c,1,1,1,15,Lateral Movement,1,1,21,3,0,5,0,0,0,0,0,0,0.005988023952095809,0.25881904510252074,0.9659258262890683,0.00777988614800759,0,Low,Off-hour login
user_0021,2,2026-06-24 08:47:29.000000,192.168.159.247,1,1,3,655,12,f1e804c2-7940-4782-a7b6-59ff942c79f4,0,3,1,20,Normal,0,8,24,2,0,6,1,0,1,0,0,0,0.3181818181818182,0.8660254037844387,-0.4999999999999998,0.11859582542694497,0,Low,Sensitive resource
user_0037,2,2026-07-24 08:07:47.000000,10.125.189.150,3,10,1,478,11,35398fc2-c65e-4cb6-8fa3-1f63cf498aa2,3,0,1,0,Normal,0,8,24,4,0,7,1,0,0,0,0,0,0.2914285714285714,0.8660254037844387,-0.4999999999999998,0.08500948766603415,0,Low,No risk indicators
user_0033,2,2026-05-03 08:35:59.000000,10.34.120.49,6,2,3,571,2,e0702736-5748-47af-832c-a00d590e623f,0,0,1,10,Normal,0,8,3,6,1,5,1,1,0,0,0,0,0.34177215189873417,0.8660254037844387,-0.4999999999999998,0.10265654648956357,0,Low,Weekend login
user_0002,2,2026-06-29 14:02:01.000000,192.168.44.128,5,2,0,251,2,8e0148f7-9de8-4a46-a286-6c4a26c50ebc,1,2,1,0,Normal,0,14,29,0,0,6,1,0,0,0,0,0,0.281437125748503,-0.4999999999999997,-0.8660254037844388,0.041935483870967745,0,Low,No risk indicators
user_0018,2,2026-06-22 16:01:43.000000,10.0.165.1,2,4,3,540,4,940a9217-e12e-4336-a842-1615cd2a73c3,3,2,1,0,Normal,0,16,22,0,0,6,1,0,0,0,0,0,0.3902439024390244,-0.8660254037844385,-0.5000000000000004,0.0967741935483871,0,Low,No risk indicators
user_0014,2,2026-05-31 10:46:58.000000,10.81.216.240,0,4,1,1187,4,7ecf9e90-0d56-4a91-a9e3-82f599d34e96,0,3,1,10,Normal,0,10,31,6,1,5,1,1,0,0,0,0,0.3,0.49999999999999994,-0.8660254037844387,0.21954459203036053,0,Low,Weekend login
user_0022,2,2026-05-13 14:50:57.000000,10.115.32.150,3,3,0,471,3,a31b62cd-24cf-4f72-9697-644e42c0690c,2,0,1,20,Normal,0,14,13,2,0,5,1,0,1,0,0,0,0.32903225806451614,-0.4999999999999997,-0.8660254037844388,0.08368121442125237,0,Low,Sensitive resource
user_0037,2,2026-07-21 13:16:02.000000,10.125.189.29,3,10,1,469,11,35398fc2-c65e-4cb6-8fa3-1f63cf498aa2,3,0,1,0,Normal,0,13,21,1,0,7,1,0,0,0,0,0,0.2914285714285714,-0.2588190451025208,-0.9659258262890683,0.08330170777988614,0,Low,No risk indicators
user_0010,2,2026-07-24 13:06:20.000000,192.168.112.57,6,2,4,656,2,8bf3157a-4510-461a-8ef8-40d6ad1fbf1b,1,5,1,0,Normal,0,13,24,4,0,7,1,0,0,0,0,0,0.34183673469387754,-0.2588190451025208,-0.9659258262890683,0.11878557874762809,0,Low,No risk indicators
user_0006,2,2026-07-19 00:05:27.737940,192.168.63.4,7,1,1,2576,10,f4aef081-9e0e-4fd1-9d63-3196c819d12e,0,5,1,80,Low and Slow Exfiltration,1,0,19,6,1,7,0,1,1,1,0,0,0.0056179775280898875,0.0,1.0,0.483111954459203,1,Critical,"Off-hour login, Weekend login, Sensitive resource, Long session, Isolation Forest anomaly"
user_0035,2,2026-06-07 15:32:31.000000,10.160.122.99,7,10,3,402,11,f07218bf-f0f3-4a94-867d-66f667504c9e,4,5,1,10,Normal,0,15,7,6,1,6,1,1,0,0,0,0,0.31176470588235294,-0.7071067811865471,-0.7071067811865479,0.07058823529411765,0,Low,Weekend login
user_0022,2,2026-07-14 12:09:10.000000,10.115.32.230,3,2,0,449,2,a31b62cd-24cf-4f72-9697-644e42c0690c,2,0,1,0,Normal,0,12,14,1,0,7,1,0,0,0,0,0,0.36774193548387096,1.2246467991473532e-16,-1.0,0.07950664136622392,0,Low,No risk indicators
dev_0010,0,2026-05-16 03:04:20.000000,192.168.146.237,2,6,0,796,7,a8e21831-21fe-49b6-a148-5fca88e12937,0,4,1,45,Normal,0,3,16,5,1,5,0,1,1,0,0,0,0.32642487046632124,0.7071067811865476,0.7071067811865476,0.14535104364326376,0,Medium,"Off-hour login, Weekend login, Sensitive resource"
user_0030,2,2026-07-05 04:40:27.000000,10.199.135.199,0,0,4,617,0,dab42e8b-d88d-4639-ab93-84affb134023,0,1,1,25,Normal,0,4,5,6,1,7,0,1,0,0,0,0,0.2958579881656805,0.8660254037844386,0.5000000000000001,0.11138519924098672,0,Medium,"Off-hour login, Weekend login"
user_0027,2,2026-05-12 12:02:33.000000,10.127.98.40,4,10,2,790,11,9af1c663-ba5e-4a3e-bc58-78f28d6b95b1,4,2,1,0,Normal,0,12,12,1,0,5,1,0,0,0,0,0,0.2727272727272727,1.2246467991473532e-16,-1.0,0.1442125237191651,0,Low,No risk indicators
dev_0003,0,2026-05-16 03:13:23.000000,172.22.220.103,1,5,4,1061,1,c5e3a45d-0416-4be1-a9de-a7b4d9e5d73c,2,0,1,25,Normal,0,3,16,5,1,5,0,1,0,0,0,0,0.33540372670807456,0.7071067811865476,0.7071067811865476,0.19563567362428844,0,Medium,"Off-hour login, Weekend login"
user_0006,2,2026-06-03 15:07:43.000000,192.168.63.233,7,2,1,820,2,f4aef081-9e0e-4fd1-9d63-3196c819d12e,0,5,1,0,Normal,0,15,3,2,0,6,1,0,0,0,0,0,0.24157303370786518,-0.7071067811865471,-0.7071067811865479,0.14990512333965844,0,Low,No risk indicators
user_0013,2,2026-06-28 11:56:43.000000,172.28.185.204,1,0,3,990,0,e8a4f7eb-1bcc-4f70-b59e-49bd63602b61,1,4,1,10,Normal,0,11,28,6,1,6,1,1,0,0,0,0,0.35403726708074534,0.258819045102521,-0.9659258262890682,0.18216318785578747,0,Low,Weekend login
user_0025,2,2026-05-11 06:21:19.000000,172.22.48.162,2,2,4,730,2,e7ed4954-eb4d-4d0f-944d-6bf6600bc757,4,3,1,15,Normal,0,6,11,0,0,5,0,0,0,0,0,0,0.3352941176470588,1.0,6.123233995736766e-17,0.13282732447817835,0,Low,Off-hour login
dev_0002,0,2026-07-22 00:43:31.000000,192.168.194.173,0,5,2,396,1,f95ea9d1-d2e9-48c8-a38b-fc96b0af2f93,0,4,1,15,Normal,0,0,22,2,0,7,0,0,0,0,0,0,0.3333333333333333,0.0,1.0,0.06944971537001897,0,Low,Off-hour login
user_0024,2,2026-05-26 15:40:20.000000,172.31.109.74,8,3,4,996,3,5cff8913-d46f-4c2c-bdf1-c5a4b4669854,4,2,1,20,Normal,0,15,26,1,0,5,1,0,1,0,0,0,0.33112582781456956,-0.7071067811865471,-0.7071067811865479,0.18330170777988614,0,Low,Sensitive resource
user_0007,2,2026-07-22 10:38:52.000000,10.35.23.172,9,10,4,837,11,fe4f4d53-3b9a-4386-b718-578b0d1a02cb,2,4,1,0,Normal,0,10,22,2,0,7,1,0,0,0,0,0,0.2804878048780488,0.49999999999999994,-0.8660254037844387,0.15313092979127135,0,Low,No risk indicators
user_0017,2,2026-04-30 11:06:24.000000,192.168.152.9,8,3,2,628,3,16c776ae-77d7-47a5-a047-2b1f5d82656f,2,2,1,20,Normal,0,11,30,3,0,4,1,0,1,0,0,0,0.29213483146067415,0.258819045102521,-0.9659258262890682,0.11347248576850096,0,Low,Sensitive resource
svc_0005,1,2026-06-12 18:22:52.000000,192.168.55.37,6,8,2,753,9,5d57a325-a039-4e37-a135-f5bfc828ada6,2,3,1,20,Normal,0,18,12,4,0,6,1,0,1,0,0,0,0.336734693877551,-1.0,-1.8369701987210297e-16,0.13719165085388993,0,Low,Sensitive resource
dev_0007,0,2026-05-10 11:14:06.000000,10.90.237.240,9,8,4,1053,9,b7bb20a4-6690-449d-8f73-2988644ae253,4,2,1,30,Normal,0,11,10,6,1,5,1,1,1,0,0,0,0.3526315789473684,0.258819045102521,-0.9659258262890682,0.19411764705882353,0,Medium,"Weekend login, Sensitive resource"
user_0020,2,2026-07-04 11:31:46.000000,192.168.84.12,0,1,0,642,12,ba6fdd1c-e5c7-4ab3-bcd1-74722f7c20bb,2,0,1,30,Normal,0,11,4,5,1,7,1,1,1,0,0,0,0.3837837837837838,0.258819045102521,-0.9659258262890682,0.11612903225806452,0,Medium,"Weekend login, Sensitive resource"
dev_0003,0,2026-07-20 14:26:03.000000,172.22.220.49,1,5,4,895,5,c5e3a45d-0416-4be1-a9de-a7b4d9e5d73c,2,0,1,0,Normal,0,14,20,0,0,7,1,0,0,0,0,0,0.33540372670807456,-0.4999999999999997,-0.8660254037844388,0.16413662239089183,0,Low,No risk indicators
user_0030,2,2026-05-25 17:03:09.000000,10.199.135.193,0,4,4,634,4,dab42e8b-d88d-4639-ab93-84affb134023,0,1,1,0,Normal,0,17,25,0,0,5,1,0,0,0,0,0,0.3431952662721893,-0.9659258262890683,-0.25881904510252063,0.11461100569259962,0,Low,No risk indicators
user_0019,2,2026-05-05 13:22:05.000000,10.40.43.19,3,1,4,553,12,0419583b-1677-45c9-8cfb-9d2e7075967a,2,2,1,20,Normal,0,13,5,1,0,5,1,0,1,0,0,0,0.35714285714285715,-0.2588190451025208,-0.9659258262890683,0.09924098671726755,0,Low,Sensitive resource
user_0028,2,2026-06-12 13:39:01.000000,172.23.38.214,5,4,3,800,4,46efdefd-93ab-45ce-af8a-f7ed84cf14a1,0,4,1,0,Normal,0,13,12,4,0,6,1,0,0,0,0,0,0.33121019108280253,-0.2588190451025208,-0.9659258262890683,0.1461100569259962,0,Low,No risk indicators
svc_0001,1,2026-06-19 04:28:22.000000,192.168.218.157,4,1,2,619,12,94021491-d8ae-437d-81ef-98192c57478e,0,4,1,35,Normal,0,4,19,4,0,6,0,0,1,0,0,0,0.3539325842696629,0.8660254037844386,0.5000000000000001,0.11176470588235295,0,Medium,"Off-hour login, Sensitive resource"
svc_0009,1,2026-07-06 20:48:14.000000,172.22.130.159,5,1,0,725,12,24c6dd4c-bba2-49cd-a3c0-89940f328f7f,0,0,1,35,Normal,0,20,6,0,0,7,0,0,1,0,0,0,0.3148148148148148,-0.8660254037844386,0.5000000000000001,0.1318785578747628,0,Medium,"Off-hour login, Sensitive resource"
dev_0008,0,2026-05-13 02:27:58.000000,192.168.162.131,3,5,4,962,5,03efd209-f2ee-4eaa-9c68-09e209b5a94e,4,2,1,15,Normal,0,2,13,2,0,5,0,0,0,0,0,0,0.3225806451612903,0.49999999999999994,0.8660254037844387,0.17685009487666034,0,Low,Off-hour login
user_0004,2,2026-07-21 10:07:00.000000,172.16.81.182,7,4,2,621,4,c1084433-e9e2-46ea-8099-cfac42dfb133,2,2,1,0,Normal,0,10,21,1,0,7,1,0,0,0,0,0,0.32941176470588235,0.49999999999999994,-0.8660254037844387,0.11214421252371916,0,Low,No risk indicators
user_0014,2,2026-07-04 08:27:03.000000,10.81.216.204,0,2,1,559,2,7ecf9e90-0d56-4a91-a9e3-82f599d34e96,0,3,1,10,Normal,0,8,4,5,1,7,1,1,0,0,0,0,0.4,0.8660254037844387,-0.4999999999999998,0.10037950664136622,0,Low,Weekend login
user_0030,2,2026-05-13 09:13:04.000000,10.199.135.200,0,7,4,625,6,dab42e8b-d88d-4639-ab93-84affb134023,0,1,1,20,Normal,0,9,13,2,0,5,1,0,1,0,0,0,0.3609467455621302,0.7071067811865476,-0.7071067811865475,0.11290322580645161,0,Low,Sensitive resource
user_0023,2,2026-05-07 17:08:01.000000,10.36.30.168,2,1,0,600,10,6e5b34bb-8170-4f57-8e20-74651e0c2403,1,0,1,20,Normal,0,17,7,3,0,5,1,0,1,0,0,0,0.33136094674556216,-0.9659258262890683,-0.25881904510252063,0.10815939278937381,0,Low,Sensitive resource
dev_0005,0,2026-05-14 07:44:40.000000,10.101.75.23,1,9,4,777,8,be7bf241-aa02-4309-8860-ce04620838c8,0,4,1,35,Normal,0,7,14,3,0,5,0,0,1,0,0,0,0.32413793103448274,0.9659258262890683,-0.25881904510252063,0.14174573055028464,0,Medium,"Off-hour login, Sensitive resource"
svc_0008,1,2026-05-21 06:58:00.000000,10.55.222.148,0,8,3,815,9,d8cc8bc6-8d4b-411f-82b8-90abe5a670e0,0,0,0,75,Normal,0,6,21,3,0,5,0,0,1,0,1,0,0.37222222222222223,1.0,6.123233995736766e-17,0.14895635673624288,1,Critical,"Off-hour login, Sensitive resource, Failed login, Isolation Forest anomaly"
dev_0004,0,2026-05-25 09:54:27.000000,192.168.86.49,9,6,2,640,7,4dfeaaab-a98f-4fc9-aa42-b7be7677378f,2,1,1,20,Normal,0,9,25,0,0,5,1,0,1,0,0,0,0.36,0.7071067811865476,-0.7071067811865475,0.1157495256166983,0,Low,Sensitive resource
user_0028,2,2026-05-15 10:03:13.000000,172.23.38.136,5,4,3,531,4,46efdefd-93ab-45ce-af8a-f7ed84cf14a1,0,4,1,0,Normal,0,10,15,4,0,5,1,0,0,0,0,0,0.33121019108280253,0.49999999999999994,-0.8660254037844387,0.09506641366223909,0,Low,No risk indicators
user_0018,2,2026-05-15 09:27:55.000000,10.0.165.100,2,4,3,678,4,940a9217-e12e-4336-a842-1615cd2a73c3,3,2,1,0,Normal,0,9,15,4,0,5,1,0,0,0,0,0,0.3902439024390244,0.7071067811865476,-0.7071067811865475,0.12296015180265654,0,Low,No risk indicators
user_0025,2,2026-07-10 11:14:05.000000,172.22.48.186,2,2,4,611,2,e7ed4954-eb4d-4d0f-944d-6bf6600bc757,4,3,1,0,Normal,0,11,10,4,0,7,1,0,0,0,0,0,0.3352941176470588,0.258819045102521,-0.9659258262890682,0.11024667931688804,0,Low,No risk indicators
user_0037,2,2026-05-31 17:49:32.000000,10.125.189.98,3,10,1,681,11,35398fc2-c65e-4cb6-8fa3-1f63cf498aa2,3,0,1,10,Normal,0,17,31,6,1,5,1,1,0,0,0,0,0.2914285714285714,-0.9659258262890683,-0.25881904510252063,0.12352941176470589,0,Low,Weekend login
user_0035,2,2026-07-25 18:31:56.000000,10.160.122.10,7,10,3,665,11,f07218bf-f0f3-4a94-867d-66f667504c9e,4,5,1,10,Normal,0,18,25,5,1,7,1,1,0,0,0,0,0.31176470588235294,-1.0,-1.8369701987210297e-16,0.1204933586337761,0,Low,Weekend login
user_0005,2,2026-05-25 21:58:27.000000,10.47.194.168,8,1,4,522,10,e03d7c74-4a2a-4966-b026-0f9cb6700500,3,4,1,35,Normal,0,21,25,0,0,5,0,0,1,0,0,0,0.32653061224489793,-0.7071067811865477,0.7071067811865474,0.09335863377609108,0,Medium,"Off-hour login, Sensitive resource"
svc_0005,1,2026-06-05 16:16:16.000000,192.168.55.153,6,8,2,439,9,5d57a325-a039-4e37-a135-f5bfc828ada6,2,3,1,20,Normal,0,16,5,4,0,6,1,0,1,0,0,0,0.336734693877551,-0.8660254037844385,-0.5000000000000004,0.07760910815939279,0,Low,Sensitive resource
user_0033,2,2026-06-08 14:04:24.000000,10.34.120.18,6,3,3,490,3,e0702736-5748-47af-832c-a00d590e623f,0,0,1,20,Normal,0,14,8,0,0,6,1,0,1,0,0,0,0.34177215189873417,-0.4999999999999997,-0.8660254037844388,0.0872865275142315,0,Low,Sensitive resource
user_0006,2,2026-05-15 17:34:30.000000,192.168.63.74,7,3,1,517,3,f4aef081-9e0e-4fd1-9d63-3196c819d12e,0,5,1,20,Normal,0,17,15,4,0,5,1,0,1,0,0,0,0.37640449438202245,-0.9659258262890683,-0.25881904510252063,0.09240986717267552,0,Low,Sensitive resource
user_0007,2,2026-06-13 09:48:04.000000,10.35.23.88,9,7,4,561,6,fe4f4d53-3b9a-4386-b718-578b0d1a02cb,2,4,1,30,Normal,0,9,13,5,1,6,1,1,1,0,0,0,0.3353658536585366,0.7071067811865476,-0.7071067811865475,0.10075901328273244,0,Medium,"Weekend login, Sensitive resource"
user_0005,2,2026-04-30 15:31:43.000000,10.47.194.195,8,7,4,426,6,e03d7c74-4a2a-4966-b026-0f9cb6700500,3,4,1,20,Normal,0,15,30,3,0,4,1,0,1,0,0,0,0.32653061224489793,-0.7071067811865471,-0.7071067811865479,0.07514231499051234,0,Low,Sensitive resource
dev_0002,0,2026-05-22 09:15:59.000000,192.168.194.100,0,6,2,482,7,f95ea9d1-d2e9-48c8-a38b-fc96b0af2f93,0,4,1,20,Normal,0,9,22,4,0,5,1,0,1,0,0,0,0.28160919540229884,0.7071067811865476,-0.7071067811865475,0.0857685009487666,0,Low,Sensitive resource
user_0029,2,2026-07-16 08:53:59.000000,10.85.208.224,0,4,4,374,4,00c6c120-68a9-4c9a-b771-62d6e1c2a691,1,2,1,0,Normal,0,8,16,3,0,7,1,0,0,0,0,0,0.30319148936170215,0.8660254037844387,-0.4999999999999998,0.06527514231499051,0,Low,No risk indicators
user_0030,2,2026-07-13 18:43:33.000000,10.199.135.221,0,7,4,830,6,dab42e8b-d88d-4639-ab93-84affb134023,0,1,1,20,Normal,0,18,13,0,0,7,1,0,1,0,0,0,0.3609467455621302,-1.0,-1.8369701987210297e-16,0.15180265654648956,0,Low,Sensitive resource
user_0029,2,2026-06-02 12:06:49.000000,10.85.208.79,0,10,4,447,11,00c6c120-68a9-4c9a-b771-62d6e1c2a691,1,2,1,0,Normal,0,12,2,1,0,6,1,0,0,0,0,0,0.35638297872340424,1.2246467991473532e-16,-1.0,0.07912713472485769,0,Low,No risk indicators
user_0003,2,2026-06-16 06:40:45.000000,145.205.125.161,0,3,1,223,3,577b0707-ee51-410f-a6ba-80e16d44de82,2,3,0,75,Credential Stuffing,1,6,16,1,0,6,0,0,1,0,1,0,0.25766871165644173,1.0,6.123233995736766e-17,0.036622390891840606,1,Critical,"Off-hour login, Sensitive resource, Failed login, Isolation Forest anomaly"
user_0009,2,2026-07-11 08:35:20.000000,192.168.87.66,4,1,2,712,10,23abb625-40c9-4a2a-bbc3-d1d58d0aea3a,4,3,1,30,Normal,0,8,11,5,1,7,1,1,1,0,0,0,0.3333333333333333,0.8660254037844387,-0.4999999999999998,0.12941176470588237,0,Medium,"Weekend login, Sensitive resource"
svc_0005,1,2026-07-21 15:57:45.000000,192.168.55.9,6,1,2,635,10,5d57a325-a039-4e37-a135-f5bfc828ada6,2,3,1,20,Normal,0,15,21,1,0,7,1,0,1,0,0,0,0.33163265306122447,-0.7071067811865471,-0.7071067811865479,0.11480075901328274,0,Low,Sensitive resource
user_0032,2,2026-06-14 12:00:17.000000,10.25.244.237,5,10,0,565,11,3e4da5e7-f91f-470a-8a69-4be6ed39df33,0,4,1,10,Normal,0,12,14,6,1,6,1,1,0,0,0,0,0.28,1.2246467991473532e-16,-1.0,0.1015180265654649,0,Low,Weekend login
user_0016,2,2026-06-30 16:27:09.000000,10.232.1.179,3,5,3,160,5,341504dd-8221-44e1-a3e3-4a467f4260aa,2,0,1,0,Insider Drift,1,16,30,1,0,6,1,0,0,0,0,0,0.005780346820809248,-0.8660254037844385,-0.5000000000000004,0.024667931688804556,0,Low,No risk indicators
user_0009,2,2026-07-21 12:01:49.000000,192.168.87.194,4,10,2,544,11,23abb625-40c9-4a2a-bbc3-d1d58d0aea3a,4,3,1,0,Normal,0,12,21,1,0,7,1,0,0,0,0,0,0.31547619047619047,1.2246467991473532e-16,-1.0,0.09753320683111955,0,Low,No risk indicators
user_0035,2,2026-06-27 08:10:46.000000,10.160.122.36,7,10,3,450,11,f07218bf-f0f3-4a94-867d-66f667504c9e,4,5,1,10,Normal,0,8,27,5,1,6,1,1,0,0,0,0,0.31176470588235294,0.8660254037844387,-0.4999999999999998,0.07969639468690702,0,Low,Weekend login
user_0011,2,2026-05-10 18:36:24.000000,172.18.108.29,6,1,4,779,10,f32d7071-b794-46a8-8768-7ff71d311afe,4,3,1,30,Normal,0,18,10,6,1,5,1,1,1,0,0,0,0.3509933774834437,-1.0,-1.8369701987210297e-16,0.14212523719165085,0,Medium,"Weekend login, Sensitive resource"
user_0032,2,2026-07-09 17:41:34.000000,10.25.244.218,5,0,0,360,0,3e4da5e7-f91f-470a-8a69-4be6ed39df33,0,4,1,0,Normal,0,17,9,3,0,7,1,0,0,0,0,0,0.2866666666666667,-0.9659258262890683,-0.25881904510252063,0.06261859582542695,0,Low,No risk indicators
